Class,Superorder,Order,Family,Genus,species_binomial,EDGE Scientific name
Elasmobranchii,Selachimorpha,Carcharhiniformes,Pentanchidae,Apristurus,Apristurus brunneus,Apristurus brunneus
Elasmobranchii,Selachimorpha,Carcharhiniformes,Pentanchidae,Apristurus,Apristurus bucephalus,Apristurus bucephalus
Elasmobranchii,Selachimorpha,Carcharhiniformes,Pentanchidae,Apristurus,Apristurus canutus,Apristurus canutus
Elasmobranchii,Selachimorpha,Carcharhiniformes,Pentanchidae,Apristurus,Apristurus exsanguis,Apristurus exsanguis
Elasmobranchii,Selachimorpha,Carcharhiniformes,Pentanchidae,Apristurus,Apristurus fedorovi,Apristurus fedorovi
Elasmobranchii,Selachimorpha,Carcharhiniformes,Pentanchidae,Apristurus,Apristurus garricki,NA
Elasmobranchii,Selachimorpha,Carcharhiniformes,Pentanchidae,Apristurus,Apristurus gibbosus,Apristurus gibbosus
Elasmobranchii,Selachimorpha,Carcharhiniformes,Pentanchidae,Apristurus,Apristurus herklotsi,Apristurus herklotsi
Elasmobranchii,Selachimorpha,Carcharhiniformes,Pentanchidae,Apristurus,Apristurus indicus,Apristurus indicus
Elasmobranchii,Selachimorpha,Carcharhiniformes,Pentanchidae,Apristurus,Apristurus internatus,Apristurus internatus
Elasmobranchii,Selachimorpha,Carcharhiniformes,Pentanchidae,Apristurus,Apristurus investigatoris,Apristurus investigatoris
Elasmobranchii,Selachimorpha,Carcharhiniformes,Pentanchidae,Apristurus,Apristurus japonicus,Apristurus japonicus
Elasmobranchii,Selachimorpha,Carcharhiniformes,Pentanchidae,Apristurus,Apristurus kampae,Apristurus kampae
Elasmobranchii,Selachimorpha,Carcharhiniformes,Pentanchidae,Apristurus,Apristurus laurussonii,Apristurus laurussonii
Elasmobranchii,Selachimorpha,Carcharhiniformes,Pentanchidae,Apristurus,Apristurus longicephalus,Apristurus longicephalus
Elasmobranchii,Selachimorpha,Carcharhiniformes,Pentanchidae,Apristurus,Apristurus macrorhynchus,Apristurus macrorhynchus
Elasmobranchii,Selachimorpha,Carcharhiniformes,Pentanchidae,Apristurus,Apristurus macrostomus,Apristurus macrostomus
Elasmobranchii,Selachimorpha,Carcharhiniformes,Pentanchidae,Apristurus,Apristurus manis,Apristurus manis
Elasmobranchii,Selachimorpha,Carcharhiniformes,Pentanchidae,Apristurus,Apristurus melanoasper,Apristurus melanoasper
Elasmobranchii,Selachimorpha,Carcharhiniformes,Pentanchidae,Apristurus,Apristurus microps,Apristurus microps
Elasmobranchii,Selachimorpha,Carcharhiniformes,Pentanchidae,Apristurus,Apristurus micropterygeus,Apristurus micropterygeus
Elasmobranchii,Selachimorpha,Carcharhiniformes,Pentanchidae,Apristurus,Apristurus nakayai,NA
Elasmobranchii,Selachimorpha,Carcharhiniformes,Pentanchidae,Apristurus,Apristurus nasutus,Apristurus nasutus
Elasmobranchii,Selachimorpha,Carcharhiniformes,Pentanchidae,Apristurus,Apristurus parvipinnis,Apristurus parvipinnis
Elasmobranchii,Selachimorpha,Carcharhiniformes,Pentanchidae,Apristurus,Apristurus pinguis,Apristurus pinguis
Elasmobranchii,Selachimorpha,Carcharhiniformes,Pentanchidae,Apristurus,Apristurus platyrhynchus,Apristurus platyrhynchus
Elasmobranchii,Selachimorpha,Carcharhiniformes,Pentanchidae,Apristurus,Apristurus profundorum,Apristurus profundorum
Elasmobranchii,Selachimorpha,Carcharhiniformes,Pentanchidae,Apristurus,Apristurus riveri,Apristurus riveri
Elasmobranchii,Selachimorpha,Carcharhiniformes,Pentanchidae,Apristurus,Apristurus saldanha,Apristurus saldanha
Elasmobranchii,Selachimorpha,Carcharhiniformes,Pentanchidae,Apristurus,Apristurus sibogae,Apristurus sibogae
Elasmobranchii,Selachimorpha,Carcharhiniformes,Pentanchidae,Apristurus,Apristurus sinensis,Apristurus sinensis
Elasmobranchii,Selachimorpha,Carcharhiniformes,Pentanchidae,Apristurus,Apristurus spongiceps,Apristurus spongiceps
Elasmobranchii,Selachimorpha,Carcharhiniformes,Pentanchidae,Apristurus,Apristurus stenseni,Apristurus stenseni
Elasmobranchii,Selachimorpha,Carcharhiniformes,Pentanchidae,Apristurus,Apristurus yangi,NA
Elasmobranchii,Selachimorpha,Carcharhiniformes,Pentanchidae,Asymbolus,Asymbolus analis,Asymbolus analis
Elasmobranchii,Selachimorpha,Carcharhiniformes,Pentanchidae,Asymbolus,Asymbolus funebris,Asymbolus funebris
Elasmobranchii,Selachimorpha,Carcharhiniformes,Pentanchidae,Asymbolus,Asymbolus galacticus,Asymbolus galacticus
Elasmobranchii,Selachimorpha,Carcharhiniformes,Pentanchidae,Asymbolus,Asymbolus occiduus,Asymbolus occiduus
Elasmobranchii,Selachimorpha,Carcharhiniformes,Pentanchidae,Asymbolus,Asymbolus pallidus,Asymbolus pallidus
Elasmobranchii,Selachimorpha,Carcharhiniformes,Pentanchidae,Asymbolus,Asymbolus parvus,Asymbolus parvus
Elasmobranchii,Selachimorpha,Carcharhiniformes,Pentanchidae,Asymbolus,Asymbolus rubiginosus,Asymbolus rubiginosus
Elasmobranchii,Selachimorpha,Carcharhiniformes,Pentanchidae,Asymbolus,Asymbolus submaculatus,Asymbolus submaculatus
Elasmobranchii,Selachimorpha,Carcharhiniformes,Pentanchidae,Asymbolus,Asymbolus vincenti,Asymbolus vincenti
Elasmobranchii,Selachimorpha,Carcharhiniformes,Pentanchidae,Bythaelurus,Bythaelurus alcockii,Bythaelurus alcockii
Elasmobranchii,Selachimorpha,Carcharhiniformes,Pentanchidae,Bythaelurus,Bythaelurus bachi,NA
Elasmobranchii,Selachimorpha,Carcharhiniformes,Pentanchidae,Bythaelurus,Bythaelurus canescens,Bythaelurus canescens
Elasmobranchii,Selachimorpha,Carcharhiniformes,Pentanchidae,Bythaelurus,Bythaelurus clevai,Bythaelurus clevai
Elasmobranchii,Selachimorpha,Carcharhiniformes,Pentanchidae,Bythaelurus,Bythaelurus dawsoni,Bythaelurus dawsoni
Elasmobranchii,Selachimorpha,Carcharhiniformes,Pentanchidae,Bythaelurus,Bythaelurus giddingsi,Bythaelurus giddingsi
Elasmobranchii,Selachimorpha,Carcharhiniformes,Pentanchidae,Bythaelurus,Bythaelurus hispidus,Bythaelurus hispidus
Elasmobranchii,Selachimorpha,Carcharhiniformes,Pentanchidae,Bythaelurus,Bythaelurus immaculatus,Bythaelurus immaculatus
Elasmobranchii,Selachimorpha,Carcharhiniformes,Pentanchidae,Bythaelurus,Bythaelurus incanus,Bythaelurus incanus
Elasmobranchii,Selachimorpha,Carcharhiniformes,Pentanchidae,Bythaelurus,Bythaelurus lutarius,Bythaelurus lutarius
Elasmobranchii,Selachimorpha,Carcharhiniformes,Pentanchidae,Bythaelurus,Bythaelurus naylori,NA
Elasmobranchii,Selachimorpha,Carcharhiniformes,Pentanchidae,Bythaelurus,Bythaelurus stewarti,NA
Elasmobranchii,Selachimorpha,Carcharhiniformes,Pentanchidae,Bythaelurus,Bythaelurus tenuicephalus,NA
Elasmobranchii,Selachimorpha,Carcharhiniformes,Pentanchidae,Bythaelurus,Bythaelurus vivaldii,NA
Elasmobranchii,Selachimorpha,Carcharhiniformes,Pentanchidae,Cephalurus,Cephalurus cephalus,Cephalurus cephalus
Elasmobranchii,Selachimorpha,Carcharhiniformes,Pentanchidae,Figaro,Figaro boardmani,Figaro boardmani
Elasmobranchii,Selachimorpha,Carcharhiniformes,Pentanchidae,Figaro,Figaro striatus,Figaro striatus
Elasmobranchii,Selachimorpha,Carcharhiniformes,Pentanchidae,Galeus,Galeus antillensis,Galeus antillensis
Elasmobranchii,Selachimorpha,Carcharhiniformes,Pentanchidae,Galeus,Galeus arae,Galeus arae
Elasmobranchii,Selachimorpha,Carcharhiniformes,Pentanchidae,Galeus,Galeus atlanticus,Galeus atlanticus
Elasmobranchii,Selachimorpha,Carcharhiniformes,Pentanchidae,Galeus,Galeus cadenati,Galeus cadenati
Elasmobranchii,Selachimorpha,Carcharhiniformes,Pentanchidae,Galeus,Galeus corriganae,NA
Elasmobranchii,Selachimorpha,Carcharhiniformes,Pentanchidae,Galeus,Galeus eastmani,Galeus eastmani
Elasmobranchii,Selachimorpha,Carcharhiniformes,Pentanchidae,Galeus,Galeus gracilis,Galeus gracilis
Elasmobranchii,Selachimorpha,Carcharhiniformes,Pentanchidae,Galeus,Galeus longirostris,Galeus longirostris
Elasmobranchii,Selachimorpha,Carcharhiniformes,Pentanchidae,Galeus,Galeus melastomus,Galeus melastomus
Elasmobranchii,Selachimorpha,Carcharhiniformes,Pentanchidae,Galeus,Galeus mincaronei,Galeus mincaronei
Elasmobranchii,Selachimorpha,Carcharhiniformes,Pentanchidae,Galeus,Galeus murinus,Galeus murinus
Elasmobranchii,Selachimorpha,Carcharhiniformes,Pentanchidae,Galeus,Galeus nipponensis,Galeus nipponensis
Elasmobranchii,Selachimorpha,Carcharhiniformes,Pentanchidae,Galeus,Galeus piperatus,Galeus piperatus
Elasmobranchii,Selachimorpha,Carcharhiniformes,Pentanchidae,Galeus,Galeus polli,Galeus polli
Elasmobranchii,Selachimorpha,Carcharhiniformes,Pentanchidae,Galeus,Galeus priapus,Galeus priapus
Elasmobranchii,Selachimorpha,Carcharhiniformes,Pentanchidae,Galeus,Galeus sauteri,Galeus sauteri
Elasmobranchii,Selachimorpha,Carcharhiniformes,Pentanchidae,Galeus,Galeus schultzi,Galeus schultzi
Elasmobranchii,Selachimorpha,Carcharhiniformes,Pentanchidae,Galeus,Galeus springeri,Galeus springeri
Elasmobranchii,Selachimorpha,Carcharhiniformes,Pentanchidae,Halaelurus,Halaelurus boesemani,Halaelurus boesemani
Elasmobranchii,Selachimorpha,Carcharhiniformes,Pentanchidae,Halaelurus,Halaelurus buergeri,Halaelurus buergeri
Elasmobranchii,Selachimorpha,Carcharhiniformes,Pentanchidae,Halaelurus,Halaelurus lineatus,Halaelurus lineatus
Elasmobranchii,Selachimorpha,Carcharhiniformes,Pentanchidae,Halaelurus,Halaelurus maculosus,Halaelurus maculosus
Elasmobranchii,Selachimorpha,Carcharhiniformes,Pentanchidae,Halaelurus,Halaelurus natalensis,Halaelurus natalensis
Elasmobranchii,Selachimorpha,Carcharhiniformes,Pentanchidae,Halaelurus,Halaelurus quagga,Halaelurus quagga
Elasmobranchii,Selachimorpha,Carcharhiniformes,Pentanchidae,Halaelurus,Halaelurus sellus,Halaelurus sellus
Elasmobranchii,Selachimorpha,Carcharhiniformes,Pentanchidae,Haploblepharus,Haploblepharus edwardsii,Haploblepharus edwardsii
Elasmobranchii,Selachimorpha,Carcharhiniformes,Pentanchidae,Haploblepharus,Haploblepharus fuscus,Haploblepharus fuscus
Elasmobranchii,Selachimorpha,Carcharhiniformes,Pentanchidae,Haploblepharus,Haploblepharus kistnasamyi,Haploblepharus kistnasamyi
Elasmobranchii,Selachimorpha,Carcharhiniformes,Pentanchidae,Haploblepharus,Haploblepharus pictus,Haploblepharus pictus
Elasmobranchii,Selachimorpha,Carcharhiniformes,Pentanchidae,Holohalaelurus,Holohalaelurus favus,Holohalaelurus favus
Elasmobranchii,Selachimorpha,Carcharhiniformes,Pentanchidae,Holohalaelurus,Holohalaelurus grennian,Holohalaelurus grennian
Elasmobranchii,Selachimorpha,Carcharhiniformes,Pentanchidae,Holohalaelurus,Holohalaelurus melanostigma,Holohalaelurus melanostigma
Elasmobranchii,Selachimorpha,Carcharhiniformes,Pentanchidae,Holohalaelurus,Holohalaelurus punctatus,Holohalaelurus punctatus
Elasmobranchii,Selachimorpha,Carcharhiniformes,Pentanchidae,Holohalaelurus,Holohalaelurus regani,Holohalaelurus regani
Elasmobranchii,Selachimorpha,Carcharhiniformes,Pentanchidae,Parmaturus,Parmaturus albimarginatus,Parmaturus albimarginatus
Elasmobranchii,Selachimorpha,Carcharhiniformes,Pentanchidae,Parmaturus,Parmaturus albipenis,Parmaturus albipenis
Elasmobranchii,Selachimorpha,Carcharhiniformes,Pentanchidae,Parmaturus,Parmaturus angelae,NA
Elasmobranchii,Selachimorpha,Carcharhiniformes,Pentanchidae,Parmaturus,Parmaturus bigus,Parmaturus bigus
Elasmobranchii,Selachimorpha,Carcharhiniformes,Pentanchidae,Parmaturus,Parmaturus campechiensis,Parmaturus campechiensis
Elasmobranchii,Selachimorpha,Carcharhiniformes,Pentanchidae,Parmaturus,Parmaturus lanatus,Parmaturus lanatus
Elasmobranchii,Selachimorpha,Carcharhiniformes,Pentanchidae,Parmaturus,Parmaturus macmillani,Parmaturus macmillani
Elasmobranchii,Selachimorpha,Carcharhiniformes,Pentanchidae,Parmaturus,Parmaturus melanobranchus,Parmaturus melanobranchus
Elasmobranchii,Selachimorpha,Carcharhiniformes,Pentanchidae,Parmaturus,Parmaturus nigripalatum,NA
Elasmobranchii,Selachimorpha,Carcharhiniformes,Pentanchidae,Parmaturus,Parmaturus pilosus,Parmaturus pilosus
Elasmobranchii,Selachimorpha,Carcharhiniformes,Pentanchidae,Parmaturus,Parmaturus xaniurus,Parmaturus xaniurus
Elasmobranchii,Selachimorpha,Carcharhiniformes,Pentanchidae,Pentanchus,Pentanchus profundicolus,Pentanchus profundicolus
Elasmobranchii,Selachimorpha,Carcharhiniformes,Proscyllidae,Ctenacis,Ctenacis fehlmanni,Ctenacis fehlmanni
Elasmobranchii,Selachimorpha,Carcharhiniformes,Proscyllidae,Eridacnis,Eridacnis barbouri,Eridacnis barbouri
Elasmobranchii,Selachimorpha,Carcharhiniformes,Proscyllidae,Eridacnis,Eridacnis radcliffei,Eridacnis radcliffei
Elasmobranchii,Selachimorpha,Carcharhiniformes,Proscyllidae,Eridacnis,Eridacnis sinuans,Eridacnis sinuans
Elasmobranchii,Selachimorpha,Carcharhiniformes,Proscyllidae,Proscyllium,Proscyllium habereri,Proscyllium habereri
Elasmobranchii,Selachimorpha,Carcharhiniformes,Proscyllidae,Proscyllium,Proscyllium magnificum,Proscyllium magnificum
Elasmobranchii,Selachimorpha,Carcharhiniformes,Pseudotriakidae,Gollum,Gollum attenuatus,Gollum attenuatus
Elasmobranchii,Selachimorpha,Carcharhiniformes,Pseudotriakidae,Gollum,Gollum suluensis,Gollum suluensis
Elasmobranchii,Selachimorpha,Carcharhiniformes,Pseudotriakidae,Planonasus,Planonasus indicus,NA
Elasmobranchii,Selachimorpha,Carcharhiniformes,Pseudotriakidae,Planonasus,Planonasus parini,Planonasus parini
Elasmobranchii,Selachimorpha,Carcharhiniformes,Pseudotriakidae,Pseudotriakis,Pseudotriakis microdon,Pseudotriakis microdon
Elasmobranchii,Selachimorpha,Carcharhiniformes,Scyliorhinidae,Akheilos,Akheilos suwartanai,NA
Elasmobranchii,Selachimorpha,Carcharhiniformes,Scyliorhinidae,Atelomycterus,Atelomycterus baliensis,Atelomycterus baliensis
Elasmobranchii,Selachimorpha,Carcharhiniformes,Scyliorhinidae,Atelomycterus,Atelomycterus erdmanni,Atelomycterus marmoratus
Elasmobranchii,Selachimorpha,Carcharhiniformes,Scyliorhinidae,Atelomycterus,Atelomycterus fasciatus,Atelomycterus fasciatus
Elasmobranchii,Selachimorpha,Carcharhiniformes,Scyliorhinidae,Atelomycterus,Atelomycterus macleayi,Atelomycterus macleayi
Elasmobranchii,Selachimorpha,Carcharhiniformes,Scyliorhinidae,Atelomycterus,Atelomycterus marmoratus,Atelomycterus marmoratus
Elasmobranchii,Selachimorpha,Carcharhiniformes,Scyliorhinidae,Atelomycterus,Atelomycterus marnkalha,Atelomycterus marnkalha
Elasmobranchii,Selachimorpha,Carcharhiniformes,Scyliorhinidae,Aulohalaelurus,Aulohalaelurus kanakorum,Aulohalaelurus kanakorum
Elasmobranchii,Selachimorpha,Carcharhiniformes,Scyliorhinidae,Aulohalaelurus,Aulohalaelurus labiosus,Aulohalaelurus labiosus
Elasmobranchii,Selachimorpha,Carcharhiniformes,Scyliorhinidae,Cephaloscyllium,Cephaloscyllium albipinnum,Cephaloscyllium albipinnum
Elasmobranchii,Selachimorpha,Carcharhiniformes,Scyliorhinidae,Cephaloscyllium,Cephaloscyllium cooki,Cephaloscyllium cooki
Elasmobranchii,Selachimorpha,Carcharhiniformes,Scyliorhinidae,Cephaloscyllium,Cephaloscyllium fasciatum,Cephaloscyllium fasciatum
Elasmobranchii,Selachimorpha,Carcharhiniformes,Scyliorhinidae,Cephaloscyllium,Cephaloscyllium formosanum,NA
Elasmobranchii,Selachimorpha,Carcharhiniformes,Scyliorhinidae,Cephaloscyllium,Cephaloscyllium hiscosellum,Cephaloscyllium hiscosellum
Elasmobranchii,Selachimorpha,Carcharhiniformes,Scyliorhinidae,Cephaloscyllium,Cephaloscyllium isabellum,Cephaloscyllium isabellum
Elasmobranchii,Selachimorpha,Carcharhiniformes,Scyliorhinidae,Cephaloscyllium,Cephaloscyllium laticeps,Cephaloscyllium laticeps
Elasmobranchii,Selachimorpha,Carcharhiniformes,Scyliorhinidae,Cephaloscyllium,Cephaloscyllium pictum,Cephaloscyllium pictum
Elasmobranchii,Selachimorpha,Carcharhiniformes,Scyliorhinidae,Cephaloscyllium,Cephaloscyllium sarawakensis,Cephaloscyllium sarawakensis
Elasmobranchii,Selachimorpha,Carcharhiniformes,Scyliorhinidae,Cephaloscyllium,Cephaloscyllium signourum,Cephaloscyllium signourum
Elasmobranchii,Selachimorpha,Carcharhiniformes,Scyliorhinidae,Cephaloscyllium,Cephaloscyllium silasi,Cephaloscyllium silasi
Elasmobranchii,Selachimorpha,Carcharhiniformes,Scyliorhinidae,Cephaloscyllium,Cephaloscyllium speccum,Cephaloscyllium speccum
Elasmobranchii,Selachimorpha,Carcharhiniformes,Scyliorhinidae,Cephaloscyllium,Cephaloscyllium stevensi,Cephaloscyllium stevensi
Elasmobranchii,Selachimorpha,Carcharhiniformes,Scyliorhinidae,Cephaloscyllium,Cephaloscyllium sufflans,Cephaloscyllium sufflans
Elasmobranchii,Selachimorpha,Carcharhiniformes,Scyliorhinidae,Cephaloscyllium,Cephaloscyllium umbratile,Cephaloscyllium umbratile
Elasmobranchii,Selachimorpha,Carcharhiniformes,Scyliorhinidae,Cephaloscyllium,Cephaloscyllium variegatum,Cephaloscyllium variegatum
Elasmobranchii,Selachimorpha,Carcharhiniformes,Scyliorhinidae,Cephaloscyllium,Cephaloscyllium ventriosum,Cephaloscyllium ventriosum
Elasmobranchii,Selachimorpha,Carcharhiniformes,Scyliorhinidae,Cephaloscyllium,Cephaloscyllium zebrum,Cephaloscyllium zebrum
Elasmobranchii,Selachimorpha,Carcharhiniformes,Scyliorhinidae,Poroderma,Poroderma africanum,Poroderma africanum
Elasmobranchii,Selachimorpha,Carcharhiniformes,Scyliorhinidae,Poroderma,Poroderma pantherinum,Poroderma pantherinum
Elasmobranchii,Selachimorpha,Carcharhiniformes,Scyliorhinidae,Schroederichthys,Schroederichthys bivius,Schroederichthys bivius
Elasmobranchii,Selachimorpha,Carcharhiniformes,Scyliorhinidae,Schroederichthys,Schroederichthys chilensis,Schroederichthys chilensis
Elasmobranchii,Selachimorpha,Carcharhiniformes,Scyliorhinidae,Schroederichthys,Schroederichthys maculatus,Schroederichthys maculatus
Elasmobranchii,Selachimorpha,Carcharhiniformes,Scyliorhinidae,Schroederichthys,Schroederichthys saurisqualus,Schroederichthys saurisqualus
Elasmobranchii,Selachimorpha,Carcharhiniformes,Scyliorhinidae,Schroederichthys,Schroederichthys tenuis,Schroederichthys tenuis
Elasmobranchii,Selachimorpha,Carcharhiniformes,Scyliorhinidae,Scyliorhinus,Scyliorhinus boa,Scyliorhinus boa
Elasmobranchii,Selachimorpha,Carcharhiniformes,Scyliorhinidae,Scyliorhinus,Scyliorhinus cabofriensis,NA
Elasmobranchii,Selachimorpha,Carcharhiniformes,Scyliorhinidae,Scyliorhinus,Scyliorhinus canicula,Scyliorhinus canicula
Elasmobranchii,Selachimorpha,Carcharhiniformes,Scyliorhinidae,Scyliorhinus,Scyliorhinus capensis,Scyliorhinus capensis
Elasmobranchii,Selachimorpha,Carcharhiniformes,Scyliorhinidae,Scyliorhinus,Scyliorhinus cervigoni,Scyliorhinus cervigoni
Elasmobranchii,Selachimorpha,Carcharhiniformes,Scyliorhinidae,Scyliorhinus,Scyliorhinus comoroensis,Scyliorhinus comoroensis
Elasmobranchii,Selachimorpha,Carcharhiniformes,Scyliorhinidae,Scyliorhinus,Scyliorhinus garmani,Scyliorhinus garmani
Elasmobranchii,Selachimorpha,Carcharhiniformes,Scyliorhinidae,Scyliorhinus,Scyliorhinus haeckelii,Scyliorhinus haeckelii
Elasmobranchii,Selachimorpha,Carcharhiniformes,Scyliorhinidae,Scyliorhinus,Scyliorhinus hesperius,Scyliorhinus hesperius
Elasmobranchii,Selachimorpha,Carcharhiniformes,Scyliorhinidae,Scyliorhinus,Scyliorhinus meadi,Scyliorhinus meadi
Elasmobranchii,Selachimorpha,Carcharhiniformes,Scyliorhinidae,Scyliorhinus,Scyliorhinus retifer,Scyliorhinus retifer
Elasmobranchii,Selachimorpha,Carcharhiniformes,Scyliorhinidae,Scyliorhinus,Scyliorhinus stellaris,Scyliorhinus stellaris
Elasmobranchii,Selachimorpha,Carcharhiniformes,Scyliorhinidae,Scyliorhinus,Scyliorhinus torazame,Scyliorhinus torazame
Elasmobranchii,Selachimorpha,Carcharhiniformes,Scyliorhinidae,Scyliorhinus,Scyliorhinus torrei,Scyliorhinus torrei
Elasmobranchii,Selachimorpha,Carcharhiniformes,Scyliorhinidae,Scyliorhinus,Scyliorhinus ugoi,NA
Elasmobranchii,Selachimorpha,Carcharhiniformes,Sphyrnidae,Eusphyra,Eusphyra blochii,Eusphyra blochii
Elasmobranchii,Selachimorpha,Carcharhiniformes,Sphyrnidae,Sphyrna,Sphyrna corona,Sphyrna corona
Elasmobranchii,Selachimorpha,Carcharhiniformes,Sphyrnidae,Sphyrna,Sphyrna gilberti,Sphyrna lewini
Elasmobranchii,Selachimorpha,Carcharhiniformes,Sphyrnidae,Sphyrna,Sphyrna lewini,Sphyrna lewini
Elasmobranchii,Selachimorpha,Carcharhiniformes,Sphyrnidae,Sphyrna,Sphyrna media,Sphyrna media
Elasmobranchii,Selachimorpha,Carcharhiniformes,Sphyrnidae,Sphyrna,Sphyrna mokarran,Sphyrna mokarran
Elasmobranchii,Selachimorpha,Carcharhiniformes,Sphyrnidae,Sphyrna,Sphyrna tiburo,Sphyrna tiburo
Elasmobranchii,Selachimorpha,Carcharhiniformes,Sphyrnidae,Sphyrna,Sphyrna tudes,Sphyrna tudes
Elasmobranchii,Selachimorpha,Carcharhiniformes,Sphyrnidae,Sphyrna,Sphyrna zygaena,Sphyrna zygaena
Elasmobranchii,Selachimorpha,Carcharhiniformes,Triakidae,Furgaleus,Furgaleus macki,Furgaleus macki
Elasmobranchii,Selachimorpha,Carcharhiniformes,Triakidae,Galeorhinus,Galeorhinus galeus,Galeorhinus galeus
Elasmobranchii,Selachimorpha,Carcharhiniformes,Triakidae,Gogolia,Gogolia filewoodi,Gogolia filewoodi
Elasmobranchii,Selachimorpha,Carcharhiniformes,Triakidae,Hemitriakis,Hemitriakis abdita,Hemitriakis abdita
Elasmobranchii,Selachimorpha,Carcharhiniformes,Triakidae,Hemitriakis,Hemitriakis complicofasciata,Hemitriakis complicofasciata
Elasmobranchii,Selachimorpha,Carcharhiniformes,Triakidae,Hemitriakis,Hemitriakis falcata,Hemitriakis falcata
Elasmobranchii,Selachimorpha,Carcharhiniformes,Triakidae,Hemitriakis,Hemitriakis indroyonoi,Hemitriakis indroyonoi
Elasmobranchii,Selachimorpha,Carcharhiniformes,Triakidae,Hemitriakis,Hemitriakis japanica,Hemitriakis japanica
Elasmobranchii,Selachimorpha,Carcharhiniformes,Triakidae,Hemitriakis,Hemitriakis leucoperiptera,Hemitriakis leucoperiptera
Elasmobranchii,Selachimorpha,Carcharhiniformes,Triakidae,Hypogaleus,Hypogaleus hyugaensis,Hypogaleus hyugaensis
Elasmobranchii,Selachimorpha,Carcharhiniformes,Triakidae,Iago,Iago garricki,Iago garricki
Elasmobranchii,Selachimorpha,Carcharhiniformes,Triakidae,Iago,Iago omanensis,Iago omanensis
Elasmobranchii,Selachimorpha,Carcharhiniformes,Triakidae,Mustelus,Mustelus albipinnis,Mustelus albipinnis
Elasmobranchii,Selachimorpha,Carcharhiniformes,Triakidae,Mustelus,Mustelus antarcticus,Mustelus antarcticus
Elasmobranchii,Selachimorpha,Carcharhiniformes,Triakidae,Mustelus,Mustelus asterias,Mustelus asterias
Elasmobranchii,Selachimorpha,Carcharhiniformes,Triakidae,Mustelus,Mustelus californicus,Mustelus californicus
Elasmobranchii,Selachimorpha,Carcharhiniformes,Triakidae,Mustelus,Mustelus canis,Mustelus canis
Elasmobranchii,Selachimorpha,Carcharhiniformes,Triakidae,Mustelus,Mustelus dorsalis,Mustelus dorsalis
Elasmobranchii,Selachimorpha,Carcharhiniformes,Triakidae,Mustelus,Mustelus fasciatus,Mustelus fasciatus
Elasmobranchii,Selachimorpha,Carcharhiniformes,Triakidae,Mustelus,Mustelus griseus,Mustelus griseus
Elasmobranchii,Selachimorpha,Carcharhiniformes,Triakidae,Mustelus,Mustelus henlei,Mustelus henlei
Elasmobranchii,Selachimorpha,Carcharhiniformes,Triakidae,Mustelus,Mustelus higmani,Mustelus higmani
Elasmobranchii,Selachimorpha,Carcharhiniformes,Triakidae,Mustelus,Mustelus lenticulatus,Mustelus lenticulatus
Elasmobranchii,Selachimorpha,Carcharhiniformes,Triakidae,Mustelus,Mustelus lunulatus,Mustelus lunulatus
Elasmobranchii,Selachimorpha,Carcharhiniformes,Triakidae,Mustelus,Mustelus manazo,Mustelus manazo
Elasmobranchii,Selachimorpha,Carcharhiniformes,Triakidae,Mustelus,Mustelus mento,Mustelus mento
Elasmobranchii,Selachimorpha,Carcharhiniformes,Triakidae,Mustelus,Mustelus minicanis,Mustelus minicanis
Elasmobranchii,Selachimorpha,Carcharhiniformes,Triakidae,Mustelus,Mustelus mosis,Mustelus mosis
Elasmobranchii,Selachimorpha,Carcharhiniformes,Triakidae,Mustelus,Mustelus mustelus,Mustelus mustelus
Elasmobranchii,Selachimorpha,Carcharhiniformes,Triakidae,Mustelus,Mustelus norrisi,Mustelus norrisi
Elasmobranchii,Selachimorpha,Carcharhiniformes,Triakidae,Mustelus,Mustelus palumbes,Mustelus palumbes
Elasmobranchii,Selachimorpha,Carcharhiniformes,Triakidae,Mustelus,Mustelus punctulatus,Mustelus punctulatus
Elasmobranchii,Selachimorpha,Carcharhiniformes,Triakidae,Mustelus,Mustelus ravidus,Mustelus ravidus
Elasmobranchii,Selachimorpha,Carcharhiniformes,Triakidae,Mustelus,Mustelus schmitti,Mustelus schmitti
Elasmobranchii,Selachimorpha,Carcharhiniformes,Triakidae,Mustelus,Mustelus sinusmexicanus,Mustelus sinusmexicanus
Elasmobranchii,Selachimorpha,Carcharhiniformes,Triakidae,Mustelus,Mustelus stevensi,Mustelus stevensi
Elasmobranchii,Selachimorpha,Carcharhiniformes,Triakidae,Mustelus,Mustelus whitneyi,Mustelus whitneyi
Elasmobranchii,Selachimorpha,Carcharhiniformes,Triakidae,Mustelus,Mustelus widodoi,Mustelus widodoi
Elasmobranchii,Selachimorpha,Carcharhiniformes,Triakidae,Scylliogaleus,Scylliogaleus quecketti,Scylliogaleus quecketti
Elasmobranchii,Selachimorpha,Carcharhiniformes,Triakidae,Triakis,Triakis acutipinna,Triakis acutipinna
Elasmobranchii,Selachimorpha,Carcharhiniformes,Triakidae,Triakis,Triakis maculata,Triakis maculata
Elasmobranchii,Selachimorpha,Carcharhiniformes,Triakidae,Triakis,Triakis megalopterus,Triakis megalopterus
Elasmobranchii,Selachimorpha,Carcharhiniformes,Triakidae,Triakis,Triakis scyllium,Triakis scyllium
